text,label
Is this true ?,0.0
Teach our men to be men again and defend our countries and women folk against the non white .,1.0
Once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .,1.0
He is a hero of mine .,0.0
Blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..,1.0
All para-militaries are just criminal scum !!!!,1.0
"Although many have asked us to put it aside in politics , this thread is for all those who see where HATE FITS IN and why WE NEED THE HATE WAVE TO CONTINUE .",1.0
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,1.0
This film tells the story of a poor victimised African boy ( Joseph ) who was allowed into Ireland .,0.0
Its only a matter of time until we become a hell hole like Sweden or the UK .,1.0
"William Shockley on race , IQ and Dysgenics - YouTube",0.0
Look at those pictures .,0.0
"There's a place for Poles , it 's called Poland .",1.0
"Its disgusting they these foreigners come over here , stamp their feet and jump above good Irish families and get what they want .",1.0
Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,1.0
"It's not government money , it 's taxpayer money and they should spend it as they see fit .",0.0
"Playing with their scooters , bikes and other NOISY toys right outside our windows .",0.0
"Well, maybe they 're slowly working their way to destroying Eastern Europe .",1.0
I try and avoid shops owned by.or employing non.whites too .,1.0
In Search Of The First Civilizations : Amazon.co.uk : Michael Wood : Books In Search Of The First Civilizations : Amazon.co.uk : Michael Wood : Books,0.0
When ever I see these white children murdered by these sub humans it makes me so angry I could cry .,1.0
"I know exactly what you 're saying , I just hate to see those worthless apes benefit from the great things that whites do .",1.0
"Tom, follow the links following this message if want to be prouductive ; otherwise we have to delete the messages of those who spread the message of non-community and defeat .",0.0
I would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so .,1.0
"Please notice as well there are none of those racist intolerant vile white people hanging about causing trouble , they were forced out long ago !",0.0
I heard from friends in Boston this is true.Blacks will attack an Irish America with a shamrock tattoo.How long before this happens in Ireland ?,1.0
"http://www.newnation.vg/forums/showthread.php?p=325910 Coach Accused Of Fondling Student Student 's Mother Alerts Deputies After Finding Note POSTED : Monday , March 8 , 2010 UPDATED : 9 : 42 am EST March 9 , 2010 * * * Pedophile Alert * * * Robert Bennett. http://www.clickorlando.com/educatio...82/detail.html",0.0
This is the first I 've heard about that site ... so I just went and looked around in there a bit .,0.0
"Long time no post , Turbo , good to see you back .",0.0
"A primate was the fist to invent a stick in Africa , a black just stole it from him .",1.0
"Our schools are horrible , all they teach is telling kids to be liberal and respect people of all races and take no pride in your own .",0.0
"Guys can you please tell me one thing What are good homeschooling programs with fast enrollment , free and for kids ? waiting for your reply",0.0
"is anyone else fed up with people using the so called race card against you ? if so , tell us about it",0.0
We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .,1.0
Come in with a Swedish Power shirt .,0.0
"A genius , are n't you ?",0.0
All the Whites I know watch negro sports and wear their sports gear .,0.0
"Well, at least these dumb negroes got the fact that Jews are evil right ; though I suspect whitey and the jews are one in the same to their primitive minds ...",1.0
"He just got completely knocked out , should be fine , I 've seen people flop around like a fish many times after being completely knocked out .",0.0
You should have heard of him becouse he is the greatest chess player of all times .,0.0
"Any regulation will hurt us , not them .",0.0
"You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity .",0.0
This girl was almost made another human sacrifice to your false god .,1.0
"Take a look at this blog , for example .",0.0
Music Lessons .,0.0
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,1.0
I 'd like to see Iran wipe Israel off the map .,1.0
Seems that an old proverb about dogs and fleas comes to mind here .,0.0
I would have jumped at the chance to get a gun for my birthday .,0.0
People in my circle of acquaintances are a bit obsessed with IQ .,0.0
The filthy ape gave the horse an infection .,1.0
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,1.0
Blacks hate whites .,1.0
"They have n't gone to wearing their Fred Perry , boots and braces yet though ......",0.0
When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of blacks .,1.0
another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,1.0
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .",1.0
Lack of compassion seems to go hand and hand with lack the of White blood .,1.0
"My wife and I both support the idea , so I have been looking for information on the internet and came across this census map from 1990 .",0.0
"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.-david lane white racial loyalty starts here keep it white",1.0
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,1.0
"They are shipping 15,000 Mc Turdos with fresh flies on the side .",0.0
If I have to start compartmentalizing I use Nordic and Heathen,0.0
"Pull them right down , and push them over !",0.0
"Gang members targeted white victims in Denver attacks December 4 , 2009 http://www.kdvr.com/news/kdvr-affida ... , 2635245.story DENVER - Police believe a series of violent attacks in downtown Denver between July 17 and September 20 of this year were motivated by racial hatred of white people by the black suspects .",0.0
Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),1.0
I look forward to conversing with everyone on here .,0.0
Social Security .,0.0
Holocaust is a Holohoax .,1.0
They are pretty nice looking and most important of them all is that they name the Jew .,0.0
Please keep that in mind .,0.0
"We need more of our kids on the honor role and in college , crowding out the non-W 's !",1.0
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) .",1.0
"I've only seen four Jews in my whole life , and those Jews were on the Silja Europa ship , going to Stockholm .",0.0
If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,1.0
"Well, the entire world is being brain-washed by Judeo-American films , today everyone has a Jew in every corner of your house .",1.0
They then voted me as `` most likely to take over the world '' and `` First to kill '' .,0.0
I am disgusted by the amount of white hate and brown love that teachers try to pump into my 16 year olds head .,1.0
Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,1.0
YouTube - & #x202a ; Unruly Teens wrecking a Dunkin Donuts at 75 christopher street in manhattan & #x202c ; & rlm ;,0.0
I watched the video and my observations are that the music has very little in common with bulgarian .,0.0
"Also , those stupid white women who watch Oprah and not realize the fact that Oprah is very racist .",0.0
"My daughter said she had only touched the apeling 's back , not hit her .",1.0
"Sometimes I wonder if it is Because Whites are so much smarter that they find it harder to run together , as opposed to , independently .",1.0
"I'm not EVEN gonna try and lie , if I had money , I 'd probably have a whole safe full of these !",0.0
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",1.0
She is not white .,0.0
Zulu - Final Attack - YouTube,0.0
Do you have huge numbers of all the various turd to urine coloured rainbow of third worlders like many parts of Canada ?,1.0
I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,1.0
"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",1.0
I watched a few minutes of it the other night and felt sick .,0.0
I have to help I WILL NOT see these animals go free !!,1.0
Deuteronomy 28 : 43 God speaking to His children : `` The stranger that is within thee shall get up above thee very high ; and thou shalt come down very low '' .,0.0
sorry sisters and brothers but she lie to you she was not what she said she was fake used me and a other brother the same time so watch her ? say safe goldeboy 88,0.0
"If I was Ukrainian , I 'd sign a pact with devil himself to get rid of jewdo-islam Putinistan AKA Russian Federation ....",1.0
I'm with you on that one brother. that 's why I suggested in my first post that you use Stormfront as a casual second source. the bulk of the people on here use it as a sort of Dungeons and Dragons our fantasy football league and they have no real interest in being active .,0.0
Thanks though .,0.0
They ca n't stand toe to toe with the white man so they just dance around until they 're tired .,1.0
I for one plan to hang the last jew with the guts of the last capitalist .,1.0
I see it as a martial art yes but more as a system of life that includes martial arts and various forms of military skills,0.0
Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,1.0
To be honest I have not heard in yrs of any skinheads beating anyone up what a shame it should be an everyday event .,0.0
"The Negro is generally terrified of Whites , the second you stand up to them they usally back away , thats unless they 're carrying a gun at which point the savages are rarely reluctant to use .",1.0
Without us they would still be living in mud huts with sharpened sticks .,1.0
"I do not blame you , Ottawa like all of our cities is a multicultural hell .",1.0
Yeah I saw that one on TV about the jew rabbi that was trying to get some from the 14 year old girl .,0.0
I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,1.0
"I too am from cali , but moved out to utah to get away from all the filth .",1.0
In order to publish someone 's name openly on a SF Forum you will need their permission first .,0.0
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1.0
The only sports I watch are the 99 % white leagues my 6 white grandchildren play in .,0.0
Even a child has enough muscle to pull a trigger or cut flesh .,0.0
Stormfront should try to create a larger protest in Defense of Ed Steele .,0.0
"And , nice picture too !",0.0
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,1.0
Thanks everybody for your input .,0.0
They will eventually kill off the whites and go back to the jungle ways .,1.0
"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",1.0
Do non Whites really think they measure up to Whites ?,1.0
He is putting us into debt !,0.0
I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .,0.0
Source,0.0
THANKS,0.0
What about peanut butter ?,0.0
This is the `` 4th attack on a teacher in the last 2 weeks . '',0.0
There is wisdom in your post .,0.0
Pakis are all about forcing their culture on us .,1.0
"As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",1.0
"I got the message you were trying to get across in your first post , I just felt like messing with you .",0.0
I feel its over .....,0.0
some are and some are not. you will find that with everything in life. but whites tend to be more raspecfull to everyone,0.0
Wasn't there something like a big bang in which a burrito exploded and all the beans flew everywhere and started reproducing exponentially ?,1.0
"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.",1.0
First I 'm not from Moldavia ...,0.0
The above comments are spot on target .,0.0
Its working out splendidly .,0.0
We 'll find out tonight .,0.0
http://wsd.dli.mt.gov/local/kalispell/,0.0
facebook has an 4x4 van page .,0.0
I got sloppy seconds after some Muslims used this girl .,1.0
The have no concept of honour or of having respect for the feelings of others .,1.0
"Just wanted to give this another bump and call out to anymore people in the Calgary area that are interested in meeting up , please feel free to message me .",0.0
When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .,1.0
How do you add those signatures too your posts beneath what you 've written surely you dont copy and paste everytime ? .,0.0
Please explain so even we on the other side of the sea can understand .,0.0
All there music good .,0.0
"It teaches them direction in life , and it is a plus for Christian youth as it intermixes race and religion .",0.0
Nice find on ebay as well,0.0
"When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .",1.0
Marxist Subversion happened .,1.0
"Ya, and they kind of missed the fact that he is going to inner city schools teaching the monkeys how to better kick your white butt !",1.0
Africans in Ireland should be treated like paedophiles .,1.0
"Him , his wife , and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .",1.0
We have too many foreigners in our country and i fear for the future of all English people .,1.0
I hope that black creep does not get off easy .,1.0
"Thanks , CPAMIKE",0.0
"Oh wait thats what the whites are doing for them , kind of like a zoo ?",1.0
Though I might go to trade school to learn some basic carpentry skills .,0.0
I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1.0
It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,1.0
"I guess us whites who tan for most of the year stop being whites save for a few winter days , eh ?",0.0
It 's just the way they are .,1.0
^ ... And I now have a new contender for the top space on my list of traitors to be hung when Europe awakens .,0.0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1.0
What makes it suck are the Jews that run it and the Blacks that play in it .,1.0
Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,1.0
We need to figure out how to make these products on a small scale for the White Nationalist community so we are not stuck buying from anti-White companies .,0.0
"Woodlands , 1890 Rain in an Oak Forest , 1891",0.0
LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,1.0
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,1.0
I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,1.0
The only Blacks i saw were Somalies .. and they 're a cross mix of Black and Arabs .,0.0
"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",1.0
"Janet Yellen - Wikipedia , the free encyclopedia",0.0
I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1.0
I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,0.0
The only good thing about Indians is their married women are so loose that prostitution fails in Indian areas .,1.0
I 'm angry against myself for just letting this whole world drown into a jewish cesspool .,1.0
"I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .",1.0
But then I 'm half German and half German so I try to be accepting of other people with mixed backgrounds like myself .,0.0
It does n't matter how you dress up a mud .,1.0
Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,1.0
14/88,0.0
There are so many race mixing ads on TV that it gets overwhelming .,1.0
"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .",1.0
"Liberals change the facts to fit their deluded narrative , intelligent people change the narrative to fit the facts .",1.0
Thanks for the encouragement !,0.0
I am looking for Brothers and Sisters to hang out with .,0.0
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .",1.0
"I will most likely not be invited , but if anything should come out of it I hope you will share the news .",0.0
"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .",1.0
It failed due to lack of funding .,0.0
In this sharp color image a portion of the Orion Nebula appears along the bottom border with the cluster of reflection nebulae at picture center .,0.0
"We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .",1.0
Is it a finnish version of `` Får får får ? '' ?,0.0
The doctors of ju-ju and voodoo seem to have left their mud huts and moved into office buildings built by White people in cities built by White people .,1.0
"unless you are a tourist or here the study for a year or two please just go back Russian , we dont need or want more slavs",1.0
Just as there 's a place for Pakis called Pakistan and a place for Negro 's called Africa .,1.0
You gotta give him a chance at least or move to cleveland and then well talk lol always looking for a wp girl .,0.0
I 'll go eat hagis and sip whiskey with the Scots thank you !,0.0
"For perspective : I wrote a final paper for English class that was basically the Revisionist perspective on the Holocaust , and I outspokenly debated my poli-sci teacher accordingly .",0.0
I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?,1.0
"For starters it would be good to obtain a few hundred thousand dollars for a small farm , or a million or two for a bigger one .",0.0
A lot of white women are trying to create danger by drawing these other people into our countries .,1.0
Although I am not an old fart ... I 'm in my 20s .,0.0
England has been Jew infested for centuries and the BBC is the centre of the Marxist propaganda mill .,1.0
"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",1.0
"Like it or not , and I certainly do n't , but Ireland , especially NI is littered with memorials to , and even statues of , red terrorists .",1.0
"Yes, more homosexual degeneracy foisted upon the silent majority .",1.0
When the homos tried to have a fag pride parade in Serbia a few years ago they were beaten up .,0.0
Are they talking about the African women with huge lip plates ?,0.0
"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",1.0
"To hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .",1.0
So it looks like the Blacks have lost even that one LOL Diablo,1.0
Most of them do n't care either .,0.0
I was escorted from the camp/jail by 2 polish policeman as denying/questioning the hoax-acuast is illegal .,1.0
I am so tired of it .,0.0
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .",1.0
I do n't look down on these degrees as much as I used to .,0.0
If it continues England will become a cesspool of sh * * pardon my English,1.0
I remember hearing a talk from Irving on that massacre .,0.0
No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,1.0
pm me or email me at boycottkosher@aol.com once i get enough money together ill be getting a car and ill be able to get to milwaukee quite easily .,0.0
So you use the jew run media brainwashing service to give credit to soo few black people ?,1.0
That 's it I slag off anyone who did n't vote BNP or NF .,1.0
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",1.0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1.0
I went back a cpl years ago and the black vermin were everywhere .,1.0
It 's for everyones protection here .,0.0
"I do not watch TV , and neither does my husband .",0.0
My sympathies to all of you .,0.0
"Racism is as old as time itself , and no one ever admired a groid for anything other than cheap dumb labour .",1.0
well done at least someone is getting off their arse and taking action rather then sitting behind a computer being a cyber warrior.i hope others will follow suit,0.0
"Not free , but great for programming , business , and design learning , Lynda.com.",0.0
Of course your brother would be welcome in our White community .,0.0
Pathetic scum .,0.0
I would hate to live in Dublin with all the foreigners there now .,1.0
"But neither is the Ku Klux Klan or Any group or organization that is openly pro white or even suspected of being pro white , like the tea parties .",0.0
Black ``women''on London transport ...,1.0
You realize you are not going to be convincing any loyal board members to the terrific joys of diversity and the cultural enrichment that say the Somali Muslim refugees are bringing to White communities .,0.0
Having recently traveled to London I was disgusted by how non-white the city had become .,1.0
Wasn't there something like a big bang in which a burrito exploded and all the beans flew everywhere and started reproducing exponentially ?,1.0
Msciwoj,0.0
"Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .",1.0
"This sounds like a sensible , well thought-out plan .",0.0
I was escorted from the camp/jail by 2 polish policeman as denying/questioning the hoax-acuast is illegal .,1.0
They were kind of up in arms but said most Scots are lefties .,0.0
That film is full of outright lies .,0.0
They always think they are somehow exempt from the rules,1.0
Adopt their musical style and hand gestures and you poison your own soul .,1.0
You picked a poor time to start such a thread seeing as how just this week the IRA were categorically cleared of all paramilitary/terrorist/illegal activity .,0.0
"We have to kill off all of the Whites so we can go back to eating cow dung ! """,1.0
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .",1.0
Immigrants will go to White countries for other reasons than just economics .,0.0
That might explain the 17 year old angle .,0.0
Just let Shaniqua leave her kids home to burn the house down while she goes to da club .,1.0
"Pathological killers , they are .",1.0
"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",1.0
I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,1.0
Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,1.0
May the wigger sister and parents be haunted by her death for the rest of their lives as it is in effect by their hands and actions that their sister and daughter was murdered by this beast .,1.0
"Homosexuals practice a perverse lifestyle that destroys the body , mind , and soul just as drug use does ; merely two paths to the same destructive end .",1.0
"God bless them all , to hell with the blacks .",1.0
At this point I will assume the media is lying about everything other than a Negro being arrested for his murder .,1.0
"In fact , it looks like almost a dozen black bears have been euthanized all over western Montana due to illegal feeding . Grizzly bear relocated in NW Montana | KRTV.com | Great Falls , Montana",0.0
"Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders",1.0
I see nothing wrong at all with Dr. Duke selling his book.He has dedicated years and many long hours to this cause and maybe you should rethink your statement .,0.0
"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",1.0
"hey everyone , i dont know really where to post this , but im new to the board and would just like to say hello to everyone. so ... hello !",0.0
"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",1.0
I'm not really surprised - now going to college with blacks I can tell you they continue to behave in such a manner even in higher education .,1.0
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',1.0
thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,1.0
General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,1.0
London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,1.0
Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,1.0
hello. my name is sean brennan. i live in mission kansas. i 'm looking for more people in my area to hang out with. please email me at nirvana@emailnerd.com,0.0
http://www.thepost.ie/post/pages/p/s...726-qqqx=1.asp,0.0
Would be down in the new year to get together with other brothers and sisters .,0.0
"nah man , for me its enough .",0.0
These figures show that no one now could just talk about the need to restrict non-white immigration ( as the current government does ) ; large-scale repatriation of non-whites is absolutely essential .,1.0
"I came here to find out why such a small population living on a small area of the planet , constantly ravaged by war and instability managed to become the opitomy of progress and civilisation and eventually rule the world .",0.0
"Most school age youth cannot access the main K K K site from their schools , but they can access Stormfront .",0.0
"Also, here is a link to the thread for meeting other people who are interested in defending our race , whether as militants or negotiators .",0.0
"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",1.0
They would perform a rape test and get the evidence immediately .,0.0
"The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .",1.0
It would be great if we could get every last white out of there so no one would be there to fix things .,1.0
My friend lives in Gdansk and he told me almost everyone in his city was white with the exception of some foreign students and a Chinese man who owns a dive bar .,0.0
It is happening .,0.0
"I have read a 70 -/ + million figure , 92.5 million figure and an estimate of over 100 million figure So I compromised at 90 .",0.0
"Lol I only listened to Bulls on Parade cause it gave me that angry rush I like from music , but now I 'll stop listening to that trash .",0.0
I would n't be surprised if the government took more taxes off our pay checks so that Trudeau could feed and house more rapeugees that are flooding our country .,1.0
"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",1.0
damn! at least that sounds more plausable than a stupid sea. maybe look on ebay ??? are u sure there is none left ???,0.0
everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .,1.0
"well, the liberals would go ape crazy .",1.0
"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .",1.0
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,1.0
"I 'm all alone and looking for companionship , where 'd all the good girls go ? send me a pm or email at skin14 _ 88@hotmail.com",0.0
"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...",1.0
Do they discharge soldiers from the military if they get STDs or letting them stay and allowing them to put their comrades at risk ?,0.0
"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",1.0
Most if not all of the whites at my school are complete race traitors,1.0
Just saw this one in Palm Springs ....,0.0
I was referred to as a racist once .,0.0
Seems like black criminals get more sympathy from the msm than innocent white women .,0.0
More impulsive Negro stripping ...,1.0
"1st video , there are more non-whites than just the black girl 2nd video the white guy and asian girl both wear red shirts to create that subconscious association .",0.0
"I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators",0.0
"There have been several bears , both grizzly and black , caught or killed here in C-Falls in the last month .",0.0
"On another hand , being born was also a pretty stupid thing that you did , I hope you will try to correct that as well .",0.0
"If ra-heem had a gat wit 17 bumps and jose ' dised him in front of OG peeps and he capped dat bitch twice den double tapp hector jus cause he be dere , monique pregnant , say ra-heem baby daddy , how much welfare they get ? multiply food stamps X project housing add free utilities , stolen cars and drugs sold to find out why they are still poor",1.0
I want to meet some single women in the Wichita area for friendship maybe more .,0.0
Production of white babies and increasing white population is a task of each white couple .,0.0
NYPD COPS FIGHT GIRLS IN SUBWAY - YouTube Black teenagers spray a city bus with assault rifles in downtown Philadelphia .,0.0
https://www.stormfront.org/forum/t1020784/ https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden God save them .....,1.0
And then there are those who would settle for having their boredom aleviated by chatting with a white woman via an instant messenger service .,0.0
"As a temporary solution , the owner has put up just a question mark , which has remained until today .",0.0
"Most of my friends who went into the trades went to a vocational school , or took courses at a local community college .",0.0
"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",1.0
"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",1.0
People from whole Europe come here for that .,0.0
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,1.0
"It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .",1.0
I hope this line of discussion does not die out before its time .,0.0
"A primate was the fist to invent a stick in Africa , a black just stole it from him .",1.0
"I hope you enjoy the celebrations as much as I did , remember people - Multiculturalism works Racism does n't Pakistani celebrating 20/20 jeet Tooting - YouTube",0.0
This girl was almost made another human sacrifice to your false god .,1.0
Click below for a FREE download of a colorfully illustrated 132 page e-book on the Zionist-engineered INTENTIONAL destruction of Western civilization .,1.0
The link in my sig lne `` Christian Identity and Identifying the jew '' explains this,1.0
Andy Cameron - Ally 's Tartan Army ( TOTP ) 1978 - YouTube,0.0
So... are you telling me that your proof of your 10 % black London population claim is based on the possible artistic license of painters of London sceneries ?,0.0
"I've never been too into sports , but I think I just found a new favorite team ...",0.0
"If you have good grades , do n't get in trouble , are involved in extracurriculars , and otherwise are a good citizen , probably most teachers are n't going to take time out of their day unless your school is REALLY liberal .",0.0
At least shop where a white is at the counter is my rule .,1.0
I have always liked the double headed eagle .,0.0
well i was thinking human and i agree i think there could be some good in it providing it was wortrh it !,0.0
I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?,1.0
"Perhaps if a school district has only a few White families left , they could get together and each parent could teach the kids one day per week .",0.0
They talk like gangsters - `` yo yo yo '' .,0.0
Please help,0.0
Just because we can `` breed '' does n't mean we should .,1.0
Not a damned thing she can do about it .,0.0
Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,1.0
Read the earlier posts and see that there are still lots of non-whites coming to Denmark .,0.0
